0,0,0,0
0,0,0,0
19,0,0,0
35,0,0,0
53,0,0,0
72,0,0,0
88,0,0,0
107,0,0,0
125,0,0,0
141,0,0,0
160,0,0,0
176,0,0,0
0,0,0,0
16,0,0,0
35,0,0,0
51,0,0,0
69,0,0,0
88,0,0,0
104,0,0,0
123,0,0,0
141,0,0,0
158,0,0,0
176,0,0,0
0,0,0,0
16,0,0,0
34,0,0,0
51,0,0,0
69,0,0,0
88,0,0,0
104,0,0,0
122,0,0,0
139,0,0,0
157,0,0,0
0,0,0,0
16,0,0,0
35,0,0,0
53,0,0,0
69,0,0,0
88,0,0,0
108,0,0,0
0,0,0,0
16,0,0,0
35,0,0,0
51,0,0,0
70,0,0,0
90,0,0,0
108,0,0,0
0,0,0,0
18,0,0,0
35,0,0,0
53,0,0,0
0,0,0,0
16,0,0,0
35,0,0,0
51,0,0,0
70,0,0,0
86,0,0,0
104,0,0,0
123,0,0,0
139,0,0,0
158,0,0,0
176,0,0,0
0,0,0,0
18,0,0,0
37,0,0,0
53,0,0,0
71,0,0,0
88,0,0,0
106,0,0,0
123,0,0,0
141,0,0,0
159,0,0,0
176,0,0,0
0,0,0,0
17,0,0,0
35,0,0,0
54,0,0,0
70,0,0,0
88,0,0,0
105,0,0,0
123,0,0,0
142,0,0,0
158,0,0,0
177,0,0,0
195,0,0,0
211,0,0,0
230,0,0,0
248,0,0,0
265,0,0,0
283,0,0,0
301,0,0,0
320,0,0,0
336,0,0,0
355,0,0,0
371,0,0,0
394,0,0,0
410,0,0,0
428,0,0,0
447,0,0,0
469,0,0,0
486,0,0,0
504,0,0,0
523,0,0,0
541,0,0,0
557,0,0,0
576,0,0,0
592,0,0,0
611,0,0,0
633,0,0,0
650,0,0,0
668,0,0,0
687,0,0,0
709,0,0,0
725,0,0,0
744,0,0,0
762,0,0,0
779,0,0,0
797,0,0,0
813,0,0,0
832,0,0,0
850,0,0,0
867,0,0,0
885,0,0,0
904,0,0,0
922,0,0,0
938,0,0,0
957,0,0,0
975,0,0,0
992,0,0,0
1010,0,0,0
1026,0,0,0
1045,0,0,0
1063,0,0,0
1082,0,0,0
1098,0,0,0
1117,0,0,0
1135,0,0,0
1153,0,0,0
1170,0,0,0
1188,0,0,0
1207,0,0,0
1225,0,0,0
1242,0,0,0
1260,0,0,0
1278,0,0,0
1293,0,0,0
1311,0,0,0
1330,0,0,0
1348,0,0,0
1364,0,0,0
